actor_id,Challange,Closeness,Curiosity,Excitement,Harmony,Ideal,Liberty,Love,Practicality,Self-expression,Stability,Structure,Conservation,Openness to change,Hedonism,Self-enhancement,Self-transcendence,Adventurousness,Artistic interests,Emotionality,Imagination,Intellect,Authority-challenging,Achievement striving,Cautiousness,Dutifulness,Orderliness,Self-discipline,Self-efficacy,Activity level,Assertiveness,Cheerfulness,Excitement-seeking,Outgoing,Gregariousness,Altruism,Cooperation,Modesty,Uncompromising,Sympathy,Trust,Fiery,Prone to worry,Melancholy,Immoderation,Self-consciousness,Susceptible to stress,Opensess,Conscientiousness,Extraversion,Agreeableness,Emotional range,Target,Country ,Gender,Age
155336615,0.277549888,0.663980659,0.673491269,0.161275593,0.594153673,0.519758833,0.335965277,0.189849346,0.198360989,0.532290368,0.602796116,0.320308385,0.381287329,0.272193948,0.221307485,0.057428259,0.360489026,0.277466081,0.78306112,0.815513808,0.473842476,0.916417862,0.195433463,0.753489387,0.545824094,0.771924595,0.506614752,0.754789349,0.479962128,0.570034014,0.722586234,0.64540537,0.156501047,0.632164803,0.440324342,0.925524392,0.608792294,0.77841348,0.964311897,0.996705913,0.241240989,0.607290627,0.243481839,0.34013317,0.09478238,0.20352942,0.315930904,0.923188567,0.940743477,0.898413715,0.977419848,0.918318844,1,United Kingdom,Male,21
9.83E+17,0.480463239,0.726726961,0.828309446,0.278605128,0.683629244,0.718120042,0.419439198,0.22226041,0.174474719,0.706544707,0.811258252,0.358038119,0.374007878,0.465944343,0.345624987,0.465831689,0.629840259,0.553341912,0.925509967,0.917019178,0.693742286,0.937733884,0.677075473,0.459553454,0.39594746,0.366995008,0.262026862,0.346088063,0.139754824,0.350373585,0.513766057,0.6985076,0.272121052,0.320469416,0.204118983,0.885408612,0.493539308,0.849679565,0.908434851,0.993681333,0.15061568,0.716378912,0.478874119,0.617015077,0.255636256,0.496905601,0.685649908,0.833107817,0.793058339,0.755554135,0.958992353,0.563482645,1,Egypt,Male,21
9.68E+17,0.128929625,0.390186564,0.350479349,0.177898314,0.402718782,0.226738886,0.172907373,0.079746835,0.287598421,0.439842661,0.418461279,0.564224171,0.412903541,0.273156996,0.198315037,0.055843876,0.344046299,0.289266385,0.534215729,0.501820432,0.517670455,0.928181848,0.296425365,0.411077235,0.542274158,0.57358374,0.305563708,0.391034343,0.346568872,0.183406113,0.662734937,0.309408942,0.206034601,0.170056335,0.141962812,0.659566801,0.274933806,0.784836959,0.852212856,0.844128242,0.063597337,0.528867434,0.319045438,0.624315086,0.444193015,0.450190424,0.336510287,0.851567905,0.60239537,0.165278319,0.573694585,0.609258094,1,Egypt,Male,21
74317482,0.202366243,0.159342863,0.667213714,0.079449213,0.081748348,0.238527459,0.131442713,0.072549755,0.157860798,0.146528252,0.125211845,0.342883112,0.022565005,0.296170774,0.118607524,0.130075854,0.213343541,0.503996031,0.710815972,0.636448657,0.374973717,0.996459439,0.948767067,0.528967538,0.721043428,0.69311711,0.125924739,0.329642412,0.322863449,0.356762057,0.708757709,0.123036855,0.091024396,0.159840687,0.119650886,0.757983941,0.64984328,0.452792426,0.915095583,0.951173909,0.258133689,0.241256291,0.223221066,0.495592979,0.619539862,0.542597895,0.280101378,0.976215304,0.435317365,0.481514015,0.507820414,0.730923547,1,Egypt,Male,21
51327473,0.201032673,0.119963283,0.43256318,0.108157913,0.110157029,0.22105197,0.093369158,0.056615847,0.376252576,0.194874069,0.063759441,0.070836357,0.010189039,0.233998402,0.288610252,0.144912038,0.081559954,0.215428789,0.75326148,0.420797668,0.825010967,0.996616038,0.891842104,0.28076175,0.143596011,0.239382301,0.341141482,0.169011978,0.525290906,0.138619642,0.795578936,0.105440583,0.462692462,0.334417045,0.206514543,0.657723162,0.145917007,0.140714504,0.372746508,0.975826445,0.155879412,0.847225442,0.476618351,0.641722506,0.432963959,0.488286294,0.22122001,0.984972684,0.454676576,0.820254257,0.488994686,0.711803662,1,Egypt,Male,21
3137997620,0.137013567,0.212064685,0.696438428,0.461902057,0.14452622,0.373937166,0.456257121,0.211641164,0.785574549,0.694817511,0.298828344,0.541517428,0.030505809,0.339279253,0.145281949,0.01430531,0.164893099,0.245581458,0.22434686,0.209393708,0.790685159,0.925026437,0.315495727,0.358606051,0.132401715,0.462689521,0.220180447,0.264251919,0.366224116,0.298405092,0.658367161,0.013169094,0.358493319,0.042548113,0.081345744,0.673104615,0.11528859,0.605839627,0.528116808,0.868703356,0.050111339,0.89004878,0.601350016,0.842534709,0.444842687,0.622772938,0.612933282,0.97796145,0.504284249,0.26837811,0.261420625,0.771611838,1,Egypt,Male,21
4798259061,0.122278625,0.667491452,0.484141655,0.024068968,0.914924832,0.3235743,0.148660521,0.461386889,0.206337897,0.414374994,0.718271091,0.410215275,0.726767479,0.041801553,0.111029842,0.032110804,0.281349456,0.3355595,0.948622185,0.938574753,0.622328298,0.872128186,0.39898933,0.980071103,0.775598348,0.885916914,0.915108789,0.915177484,0.944059232,0.850219411,0.830052617,0.943640836,0.205381292,0.904894447,0.45361492,0.966211932,0.819967809,0.48433146,0.924486006,0.994099808,0.783149048,0.500216232,0.363591728,0.212237287,0.020802522,0.07885076,0.154621208,0.928241471,0.985575764,0.993853102,0.999121772,0.956824565,1,Saudi Arabia,Male,21
2620126701,0.060046732,0.049488234,0.543944329,0.144929528,0.101131115,0.250522205,0.122284383,0.093942095,0.310594841,0.147717329,0.189629362,0.484772697,0.014271538,0.292962702,0.236879314,0.096210816,0.088105608,0.400428197,0.86317153,0.323963417,0.867431219,0.999347389,0.887823146,0.390815971,0.510806861,0.211221161,0.499626529,0.212404838,0.583187295,0.176506551,0.774255681,0.027019454,0.389149044,0.159645279,0.081232763,0.509995984,0.145444478,0.068101557,0.280657996,0.992266485,0.191605536,0.722209414,0.365659222,0.600300534,0.357035166,0.53317091,0.224619564,0.967314501,0.31957009,0.393531826,0.035138934,0.793025234,1,Saudi Arabia,Male,21
240465726,0.084331177,0.110905684,0.175591077,0.016685008,0.026161218,0.113348152,0.033853699,0.036084081,0.206592634,0.140497202,0.286498719,0.448091097,0.016247972,0.03700652,0.126651298,0.020853389,0.066903082,0.353504845,0.398445792,0.247290229,0.205959852,0.977117284,0.776099531,0.357209882,0.79901742,0.402076437,0.374743898,0.434945732,0.229754676,0.115595662,0.73935924,0.049929664,0.040279433,0.177712782,0.039571033,0.383148268,0.340353977,0.413043249,0.753152547,0.953125401,0.041872784,0.571743095,0.18610026,0.45032072,0.587737998,0.339116539,0.169504739,0.980799921,0.478262725,0.714724842,0.329093076,0.885586069,1,United State,Male,21
164792334,0.406331103,0.078394571,0.541338238,0.458347316,0.136916682,0.640521909,0.343247038,0.063786199,0.515946811,0.379594006,0.335720223,0.437299819,0.032222194,0.527579903,0.524008536,0.356944795,0.203343416,0.455718008,0.670640412,0.15860727,0.943766844,0.984651121,0.641888506,0.245231163,0.102658686,0.0712874,0.40789297,0.146307936,0.716115858,0.223164913,0.868100569,0.078008455,0.709705403,0.26531456,0.283888018,0.326599959,0.015176043,0.071691638,0.158453408,0.911703183,0.062333535,0.885739049,0.480242365,0.685804516,0.471629207,0.522564923,0.284841764,0.772089125,0.103783306,0.179059363,0.01334017,0.50077814,1,United State,Male,21
132629193,0.09669752,0.67060218,0.919837156,0.49941325,0.926388707,0.532040648,0.655910165,0.352897288,0.412804881,0.721308363,0.846689932,0.738591889,0.660212612,0.714335963,0.196629129,0.166580282,0.671824888,0.673141335,0.955390599,0.955507658,0.677840924,0.990080768,0.299355266,0.51052759,0.729116502,0.675876809,0.5848659,0.607317497,0.53467535,0.748399416,0.843147021,0.493108438,0.367722211,0.655012281,0.19023995,0.960256673,0.619667671,0.813344195,0.920977403,0.993796724,0.278263447,0.162609967,0.285037211,0.474361596,0.155986851,0.322699887,0.298097995,0.929931304,0.693718458,0.128867935,0.446654737,0.676617898,1,United State,Male,21
930844758,0.11537067,0.153804055,0.596300237,0.032542618,0.103270992,0.191054394,0.064713874,0.084940023,0.164060286,0.139583859,0.119695353,0.335753169,0.022077284,0.264866198,0.160182816,0.125194197,0.216774782,0.432902985,0.85243572,0.609564758,0.641406986,0.998817195,0.947053998,0.491246391,0.767028077,0.445751301,0.273525532,0.184256421,0.353150774,0.266512949,0.682149009,0.044555251,0.130397747,0.099411265,0.037268462,0.60959645,0.463313248,0.290314983,0.790088623,0.972616706,0.207561491,0.515907176,0.317687572,0.625323114,0.634642261,0.599338948,0.314758621,0.971186222,0.223420234,0.292448657,0.215808675,0.568853651,1,United State,Male,21
8.18E+17,0.294904711,0.251249822,0.49443153,0.147624519,0.231244579,0.240179515,0.161179655,0.121883714,0.232046878,0.223456302,0.247204081,0.372556869,0.136086721,0.338780788,0.239011286,0.172871203,0.323625548,0.483820175,0.768475815,0.645286376,0.569230587,0.977842169,0.817804319,0.704324392,0.68247431,0.715580548,0.382029316,0.558174634,0.565475819,0.481926104,0.715730529,0.438156979,0.229455905,0.525889129,0.35610161,0.767467774,0.609726576,0.451529751,0.82580978,0.949168416,0.481992385,0.352700578,0.237865622,0.370236509,0.486333379,0.332026589,0.237996274,0.927064795,0.68492394,0.791681136,0.723636214,0.732625503,1,United State,Male,30
8.06E+17,0.079948629,0.044411882,0.294277942,0.061290714,0.035618274,0.156057875,0.048332505,0.041163439,0.133535041,0.149098135,0.335490383,0.204040439,0.024364432,0.163100379,0.142873359,0.067804926,0.082972513,0.825781084,0.736601008,0.376620594,0.403751584,0.990905642,0.645321886,0.821591113,0.835404509,0.601073168,0.550607012,0.796307326,0.906023507,0.577818889,0.958143415,0.122174874,0.249889953,0.570261666,0.272426733,0.803744831,0.225823866,0.163800504,0.65812859,0.995602591,0.231841229,0.456544438,0.230416136,0.211123288,0.079448007,0.116343539,0.07006191,0.909925705,0.799080874,0.935734326,0.240232974,0.889692143,1,United State,Male,30
7.63E+17,0.030565217,0.281634455,0.633084426,0.012395624,0.306528077,0.241996599,0.042898463,0.03153437,0.078405615,0.295854574,0.461203173,0.348295234,0.106948365,0.129998347,0.10499774,0.067673702,0.153262549,0.424105057,0.903496041,0.704546562,0.428142497,0.995599396,0.823519295,0.498237683,0.919079232,0.744566891,0.336768936,0.471985722,0.232807441,0.204797565,0.573459526,0.088628679,0.033868654,0.109111267,0.013480207,0.774319836,0.629696657,0.643656685,0.913874441,0.993006435,0.121820922,0.541860158,0.315322252,0.443862163,0.146318586,0.591407609,0.341048464,0.984216269,0.731480486,0.396319705,0.61070602,0.788170708,1,United State,Male,30
2870832550,0.041668398,0.017160934,0.515747632,0.020154539,0.102383689,0.127089451,0.109559772,0.013803837,0.284373328,0.365065832,0.536692835,0.1208386,0.011260239,0.154198642,0.22655422,0.091541013,0.094107682,0.832292048,0.866199358,0.303158757,0.500182819,0.993091252,0.626529238,0.566726692,0.897388008,0.12100398,0.899778128,0.782751076,0.681069528,0.48057881,0.927353267,0.017047137,0.129532485,0.325922156,0.119822979,0.350198428,0.092783524,0.189223204,0.666495079,0.970526073,0.005042368,0.50050747,0.164383081,0.249443343,0.01877451,0.15723992,0.038392954,0.971991453,0.798937516,0.974449919,0.146360156,0.975770303,1,United State,Male,30
2835604479,0.458729897,0.139897662,0.679434592,0.213768944,0.291022367,0.476937894,0.318161489,0.246353663,0.619653943,0.647838497,0.159119416,0.255388619,0.055460851,0.551200189,0.258550393,0.364153447,0.354917768,0.495457122,0.513326351,0.090259491,0.834839426,0.950034224,0.496824496,0.396886311,0.248013806,0.128822963,0.222119956,0.159254667,0.560135848,0.520176954,0.73985363,0.09180536,0.480697263,0.243699626,0.27692402,0.151043325,0.050819458,0.103746983,0.139419647,0.389312124,0.157675799,0.799390891,0.509048339,0.70504837,0.130389166,0.43989105,0.477015004,0.815947018,0.352386069,0.5374887,0.127121641,0.601359462,1,United State,Male,30
2229651353,0.017557109,0.231869339,0.378936834,0.013107407,0.144896601,0.326381431,0.061271975,0.042914238,0.08939768,0.173314502,0.730861173,0.326515028,0.037533521,0.038115475,0.189135646,0.010510917,0.090863608,0.279963918,0.547474722,0.558225651,0.165583763,0.982136058,0.432304498,0.383401832,0.925792633,0.538506491,0.602664963,0.656584109,0.321063486,0.12800383,0.723725257,0.047969453,0.02632894,0.141344116,0.010777527,0.534338375,0.30233704,0.61703918,0.837118439,0.99780108,0.009613431,0.761503068,0.278775433,0.493414013,0.059522109,0.449344715,0.220923836,0.858702057,0.602907649,0.723358423,0.598829104,0.897821077,1,United State,Male,30
8.58E+17,0.097329586,0.212478449,0.730928764,0.029235674,0.175731932,0.328734427,0.038182699,0.011610133,0.066725386,0.137996053,0.44871348,0.449771284,0.043332234,0.047581435,0.076396092,0.061046699,0.115261111,0.335788561,0.803401356,0.52422415,0.253703773,0.998723782,0.862890853,0.437799706,0.932737927,0.633802178,0.200023961,0.302861135,0.124933782,0.110576774,0.515436162,0.025166875,0.01093882,0.020020581,0.002599829,0.588190799,0.670336976,0.775529953,0.930234424,0.961432213,0.051160094,0.306506694,0.25703535,0.598542719,0.288075062,0.715147373,0.411007571,0.974028768,0.594968061,0.107588742,0.322932263,0.770958911,1,United Kingdom,Male,16
8.40E+17,0.301527565,0.393326588,0.483354099,0.059209505,0.38746587,0.16040598,0.099070223,0.088288594,0.226930926,0.205000079,0.389237391,0.448654988,0.354687701,0.034893553,0.106324651,0.100972065,0.233796806,0.507289452,0.586468035,0.682325934,0.139815141,0.943804449,0.506403743,0.632156079,0.871683595,0.739734993,0.395796385,0.604581854,0.286623651,0.331228729,0.694039679,0.442835401,0.061767034,0.538628395,0.268182752,0.83028277,0.755909099,0.816813634,0.960747224,0.917852908,0.252169679,0.220975844,0.140380258,0.237823526,0.269506805,0.290829262,0.223630827,0.871826069,0.797261521,0.650349386,0.881180663,0.824214349,1,United Kingdom,Male,16
186278633,0.184200536,0.388838614,0.417668395,0.221229715,0.423282005,0.428125232,0.211219257,0.362590581,0.307589186,0.442434002,0.733947777,0.588385634,0.135681399,0.403508999,0.248561815,0.102830542,0.087540584,0.727337374,0.783487334,0.281002462,0.441810725,0.955010762,0.16602819,0.847792632,0.799168763,0.329784941,0.854882594,0.948402852,0.963476072,0.697844012,0.960476854,0.468296638,0.431579518,0.756260332,0.256868684,0.606082649,0.142621325,0.090883055,0.376288317,0.956721136,0.303339158,0.613970499,0.154865248,0.051608522,0.050999664,0.062707283,0.059408144,0.888548164,0.865835335,0.975974642,0.689445489,0.854877415,1,United Kingdom,Male,16
139221788,0.136904432,0.074348315,0.453639521,0.080527691,0.069242648,0.235222078,0.059099517,0.025887429,0.28429483,0.194823268,0.258878789,0.324631011,0.027760014,0.185549345,0.169834403,0.153526082,0.109449286,0.165989193,0.665762601,0.401138492,0.778914183,0.995514315,0.822324162,0.413275251,0.513980519,0.334901872,0.205522347,0.142472633,0.594196356,0.206856855,0.836738937,0.018829142,0.17364362,0.082005068,0.030975186,0.633428763,0.111280599,0.159201814,0.334524088,0.973874041,0.084709115,0.773897297,0.539728542,0.748669396,0.465741008,0.655464185,0.328882915,0.973382313,0.274962435,0.404248312,0.02829957,0.631850172,1,United Kingdom,Male,16
9.97E+17,0.064305593,0.263140569,0.858446573,0.01752223,0.141623101,0.34167014,0.079078997,0.099749866,0.033713032,0.275649247,0.273887434,0.217623596,0.012829214,0.257330357,0.131403245,0.081744537,0.192187218,0.522873581,0.992113351,0.747802121,0.791637992,0.999706454,0.971209514,0.531127582,0.821064283,0.590193395,0.35982265,0.33438195,0.24767221,0.284691791,0.418061147,0.131438533,0.112558094,0.084804834,0.010760597,0.693082041,0.726055205,0.339889964,0.873451762,0.991121762,0.291595268,0.540215266,0.389927136,0.509844959,0.266920444,0.706394704,0.482518832,0.990987941,0.348554541,0.42148761,0.532005107,0.741385672,1,United Kingdom,Male,16
8.76E+17,0.189009622,0.02775885,0.366678373,0.171083554,0.111073877,0.204092688,0.159482097,0.008280707,0.424008196,0.307011268,0.257851698,0.41304118,0.073948978,0.293236566,0.271907086,0.205983774,0.168533462,0.71017787,0.713328099,0.16419634,0.654404644,0.983133867,0.584045152,0.513593131,0.56327659,0.281250335,0.565971502,0.461601309,0.662729683,0.433061427,0.867793642,0.131929499,0.277617374,0.33294101,0.253194906,0.401039321,0.099989785,0.175312739,0.497950193,0.859705829,0.095853994,0.550529554,0.228817345,0.481591105,0.173923516,0.254876271,0.133294219,0.938407911,0.667526028,0.697870532,0.08852224,0.853708108,1,United Kingdom,Male,18
8.22E+17,0.252921613,0.596083741,0.348445129,0.23247964,0.552729533,0.402571249,0.187610639,0.145025738,0.139520046,0.256106085,0.4924255,0.329276634,0.665963872,0.070305874,0.304578113,0.160916035,0.325099572,0.281222702,0.670277132,0.863570921,0.271909498,0.919482402,0.288493165,0.753999676,0.506458674,0.848724596,0.332210723,0.82928984,0.510027158,0.488364317,0.808810556,0.830198611,0.208383027,0.7461018,0.481905808,0.953892093,0.577476131,0.77494624,0.936039935,0.9903146,0.262542034,0.462860827,0.291825004,0.239244923,0.364124971,0.125936383,0.233122123,0.684017609,0.889685005,0.906839212,0.970319449,0.844502501,1,United Kingdom,Male,18
474999990,0.152075974,0.058013276,0.832626139,0.013401538,0.067089992,0.451004811,0.103076533,0.074098895,0.170334774,0.356089524,0.399828936,0.110442674,0.007971446,0.302263727,0.227988507,0.253861972,0.11969704,0.342385254,0.967955407,0.490630078,0.727708985,0.998416405,0.855874681,0.39944169,0.670943141,0.142415424,0.374006026,0.270190933,0.519974089,0.490291199,0.843400657,0.023153082,0.278683893,0.16391944,0.045296084,0.355789618,0.112350241,0.060874386,0.260617121,0.966607967,0.047899503,0.932385908,0.669343845,0.643994136,0.090121072,0.512562805,0.430885451,0.99638221,0.454922399,0.946390616,0.283283451,0.735509205,1,United Kingdom,Male,18
3338219003,0.473885288,0.266600165,0.545085537,0.400149574,0.332466138,0.361161538,0.376010867,0.070578179,0.443391492,0.475174314,0.377773261,0.449034665,0.201228564,0.452734826,0.265130331,0.156744398,0.352824419,0.538639883,0.719849199,0.407523398,0.547965162,0.973950033,0.406249434,0.504908607,0.421083739,0.45130264,0.385985625,0.40687784,0.425774083,0.374668954,0.805318644,0.424421739,0.270845297,0.488642499,0.467265373,0.721300703,0.257842648,0.5563054,0.800908397,0.860315716,0.132246876,0.350410442,0.16494021,0.491434948,0.356977742,0.179157622,0.240291838,0.940570953,0.818138488,0.703666148,0.506493558,0.843671535,1,Egypt,Male,18
270560355,0.132830186,0.121111124,0.445521759,0.046709341,0.117268396,0.207623823,0.069396952,0.060893617,0.122764322,0.334356701,0.262408145,0.27227368,0.068281478,0.111821644,0.140780804,0.066453576,0.267285959,0.373668387,0.690450795,0.588169705,0.649749727,0.978514877,0.771954677,0.603843261,0.64978047,0.415988144,0.251505877,0.316097655,0.521382671,0.319198571,0.764875451,0.090533536,0.177132303,0.144954675,0.063203312,0.774124612,0.251301621,0.483714091,0.762863966,0.97684786,0.098552569,0.665939368,0.431268919,0.670907209,0.429701914,0.574614718,0.375812464,0.925138494,0.278531545,0.56592867,0.322136916,0.636141407,1,Egypt,Male,18
27114612,0.171757392,0.17883146,0.333764512,0.136280565,0.102401575,0.355176044,0.120679566,0.073214819,0.287902861,0.26584416,0.248343877,0.265767033,0.041564,0.176524401,0.258619148,0.156621913,0.132371545,0.287960688,0.556830007,0.327659212,0.377490459,0.983248926,0.673028189,0.341953218,0.684764305,0.41163328,0.389596988,0.416830335,0.403292404,0.126359697,0.758279547,0.075446316,0.146136475,0.137172727,0.052769377,0.485252183,0.236057268,0.377037953,0.71496743,0.931546408,0.042903739,0.643818285,0.257989566,0.493133538,0.471023872,0.409341688,0.215615931,0.943452398,0.383450396,0.492372754,0.307009623,0.781047823,1,Egypt,Male,18
9.44E+17,0.04491048,0.123126481,0.442135896,0.021688994,0.1389616,0.208172934,0.049353191,0.055242851,0.136901667,0.372805693,0.470336133,0.22440386,0.079873559,0.058768927,0.123108677,0.025394785,0.178607545,0.478993954,0.85605257,0.764831958,0.690124257,0.998386846,0.758583572,0.668974634,0.740740165,0.722966002,0.455480011,0.594530331,0.514837025,0.224339517,0.782164652,0.13702272,0.122228715,0.22707884,0.052110475,0.830825328,0.383872812,0.431200251,0.85204254,0.994463145,0.092463412,0.598539126,0.349209793,0.419038339,0.247060232,0.310832684,0.167776504,0.966770267,0.567698671,0.817418903,0.583618814,0.799092512,1,Egypt,Male,18
9.36E+17,0.11351964,0.018700623,0.603180755,0.124362984,0.104231954,0.51995491,0.296341784,0.010838543,0.585844676,0.304293448,0.347938113,0.437936221,0.259795208,0.114453567,0.42585614,0.08779058,0.077127404,0.695845977,0.516104366,0.03716459,0.790834327,0.900263986,0.433536615,0.223690646,0.855035084,0.100247616,0.864765214,0.545537797,0.172420784,0.085575021,0.43301164,0.007885347,0.319569436,0.021830369,0.016565736,0.046317213,0.180395227,0.474716954,0.42447597,0.624053064,0.062260722,0.710787728,0.293578159,0.690267093,0.021706759,0.8483515,0.345739285,0.515387581,0.402941317,0.101082485,0.035526039,0.609685943,1,Egypt,Female,19
8.98E+17,0.276769926,0.148326747,0.424195662,0.270930412,0.140991743,0.402164863,0.407220604,0.07038707,0.465710289,0.191823859,0.266599302,0.596461913,0.116878708,0.34538708,0.219689014,0.221197563,0.32400961,0.319588192,0.258021049,0.146032634,0.084544924,0.753121084,0.241834095,0.611119971,0.772297078,0.365469055,0.730870596,0.781907864,0.724023724,0.620391878,0.728890378,0.319412134,0.251189544,0.7121698,0.496418761,0.27745141,0.328807771,0.392917275,0.649468232,0.512540956,0.215857578,0.576323015,0.104130969,0.246699328,0.154122554,0.206899842,0.193419727,0.785982181,0.849550531,0.936498652,0.325863097,0.980155728,1,Saudi Arabia,Female,19
24033978,0.343112119,0.476513808,0.636721676,0.127624188,0.458788487,0.597700185,0.220999978,0.189191795,0.278554553,0.493170327,0.783470413,0.526384789,0.41659645,0.302583491,0.286461955,0.316035607,0.262140636,0.20973359,0.658422665,0.634493158,0.61950382,0.942842195,0.380341562,0.560080675,0.586226491,0.50268122,0.439076197,0.517904571,0.659037228,0.332229276,0.86986581,0.296246911,0.261500022,0.313895961,0.147935339,0.75795756,0.220159586,0.492537385,0.73539288,0.969599205,0.072316064,0.798978309,0.489413952,0.495187163,0.164789115,0.416705642,0.30654831,0.859871533,0.595246852,0.425322443,0.591228304,0.626516675,1,Saudi Arabia,Female,19
104273452,0.273649386,0.484575362,0.696621348,0.185967607,0.505456058,0.557945098,0.341740935,0.05349946,0.310260827,0.453649775,0.9237582,0.767347905,0.370115506,0.355910274,0.211951321,0.13662101,0.376742818,0.537561285,0.520412885,0.606470736,0.254843631,0.957714964,0.223737184,0.529190462,0.802085526,0.481199157,0.547256339,0.768296498,0.453645842,0.533587001,0.928230513,0.262814481,0.097374507,0.452288896,0.243806754,0.768146534,0.229366474,0.750162502,0.933924327,0.984001408,0.016818489,0.562075287,0.134498758,0.361383008,0.147246749,0.175033391,0.149899951,0.896170573,0.930206761,0.531472158,0.611537651,0.883752894,1,United State,Female,19
9.68E+17,0.047929923,0.013008152,0.158247913,0.059869433,0.047891296,0.098254841,0.021460986,0.104558888,0.260339538,0.231600216,0.448694472,0.137473472,0.04052322,0.06695429,0.119476935,0.072974828,0.017625798,0.936517533,0.854200844,0.48863445,0.874901269,0.995843464,0.747455675,0.871638277,0.731918725,0.555443887,0.715717973,0.888034557,0.994165545,0.559402725,0.967039991,0.035581024,0.693601687,0.399003693,0.178185505,0.854297973,0.116531897,0.19309117,0.346184974,0.996324653,0.273791923,0.754428278,0.609694177,0.375201564,0.014993289,0.353784467,0.095615044,0.918206172,0.63980097,0.893744299,0.188520734,0.703553818,1,United State,Female,19
9.51E+17,0.070578649,0.064242021,0.210949732,0.079485606,0.060233401,0.20027,0.049157263,0.013715472,0.203209215,0.188860095,0.108686949,0.22060851,0.077111548,0.139812001,0.212866691,0.049719699,0.099640678,0.319114363,0.414478286,0.245785253,0.464145759,0.980528668,0.601753759,0.400216861,0.667382323,0.43371126,0.306803771,0.375338548,0.482803042,0.220964556,0.875297799,0.034920795,0.126741422,0.10807962,0.110714902,0.58103929,0.119684219,0.336696682,0.665187446,0.953111368,0.038581726,0.573307281,0.270817073,0.549777256,0.308976649,0.390612875,0.125597651,0.839438848,0.414304251,0.444970685,0.232873464,0.667198477,1,United State,Female,15
8.64E+17,0.092181337,0.016388391,0.508952669,0.012866083,0.027325887,0.07335094,0.039179616,0.004587528,0.140825761,0.092026974,0.079759316,0.281873006,0.024217185,0.147151847,0.071419824,0.043348011,0.052664372,0.692380563,0.858101905,0.362476583,0.676631164,0.998126345,0.951615488,0.623806032,0.712238963,0.509571086,0.424498643,0.378703019,0.533458356,0.394873974,0.804171124,0.037240332,0.142295616,0.340649052,0.141882524,0.628979912,0.419380211,0.157248959,0.580915345,0.979193288,0.398842615,0.394411262,0.28128147,0.427110531,0.221649911,0.404212508,0.125771284,0.99550371,0.776324554,0.77316971,0.182222147,0.909167519,1,United State,Female,15
7.28E+17,0.094306329,0.134091983,0.613559821,0.07201771,0.117904911,0.230423358,0.111740195,0.064017109,0.209018291,0.17026416,0.215345303,0.291653184,0.059826152,0.275957186,0.191767535,0.162489483,0.163002259,0.280053019,0.733678302,0.474522128,0.639510302,0.996924957,0.850200186,0.471043854,0.716274681,0.683353131,0.331526245,0.336472792,0.489594851,0.245943861,0.736193217,0.070587618,0.155132386,0.189005535,0.097434542,0.662428935,0.432501741,0.27232483,0.601399183,0.908908341,0.250338354,0.442102682,0.380828176,0.570597104,0.296145465,0.579571774,0.255562479,0.978369974,0.571908098,0.423296239,0.300531173,0.766131566,1,United State,Female,15
64357440,0.033024131,0.053477818,0.110038915,0.015777972,0.076530835,0.116232183,0.018269795,0.021972919,0.180550418,0.143047763,0.341856142,0.298239825,0.108668752,0.016021861,0.148185718,0.035486497,0.064294294,0.248568001,0.467980203,0.340365595,0.464381076,0.969723395,0.558110276,0.590172536,0.737691056,0.629400147,0.433372794,0.616905853,0.703037276,0.199204805,0.830978036,0.10415816,0.115774864,0.281737965,0.070759768,0.559066232,0.161099987,0.267035232,0.518177669,0.952045079,0.073540494,0.709143846,0.35146465,0.409615634,0.247289318,0.345371004,0.137795046,0.884128042,0.627585099,0.760554273,0.33608109,0.83148549,1,United State,Female,15
2685319074,0.104154637,0.143575969,0.612576463,0.085068681,0.249632411,0.374243273,0.155289528,0.019341557,0.218489414,0.206268515,0.418533434,0.535100316,0.157071705,0.261884251,0.158933686,0.115402985,0.138610686,0.401620559,0.796153764,0.414055272,0.668701563,0.988904209,0.679708088,0.450727512,0.764423489,0.504838944,0.6322611,0.413371104,0.487349737,0.20727554,0.730463164,0.070918789,0.164270443,0.095681837,0.054811497,0.634057812,0.431224659,0.57736507,0.856310095,0.96948573,0.147151926,0.551362403,0.251251559,0.578675453,0.167073675,0.625964406,0.222182188,0.880149531,0.594516419,0.082389652,0.18280641,0.784202662,1,United State,Female,15
2282457000,0.028909698,0.045392421,0.250852376,0.039518736,0.08165621,0.104010593,0.05524563,0.05766568,0.24088103,0.171314651,0.397551305,0.341761568,0.042803946,0.098284801,0.151724874,0.06349573,0.08571961,0.768347943,0.722714435,0.368010717,0.525511072,0.980282757,0.677343393,0.658609109,0.767356723,0.564701686,0.812264604,0.762777316,0.776298848,0.317638757,0.878642724,0.119538911,0.221078092,0.420052427,0.225453701,0.614729472,0.32543155,0.251429759,0.614951812,0.923716538,0.170711703,0.436064966,0.194813075,0.273196218,0.18350906,0.16080751,0.067041948,0.931406577,0.742399689,0.872219784,0.2647465,0.878785043,1,United State,Female,20
