actor_id,Challange,Closeness,Curiosity,Excitement,Harmony,Ideal,Liberty,Love,Practicality,Self-expression,Stability,Structure,Conservation,Openness to change,Hedonism,Self-enhancement,Self-transcendence,Adventurousness,Artistic interests,Emotionality,Imagination,Intellect,Authority-challenging,Achievement striving,Cautiousness,Dutifulness,Orderliness,Self-discipline,Self-efficacy,Activity level,Assertiveness,Cheerfulness,Excitement-seeking,Outgoing,Gregariousness,Altruism,Cooperation,Modesty,Uncompromising,Sympathy,Trust,Fiery,Prone to worry,Melancholy,Immoderation,Self-consciousness,Susceptible to stress,Opensess,Conscientiousness,Extraversion,Agreeableness,Emotional range,Target,Country ,Gender,Age
904304628,0.703369847,0.271522945,0.460578872,0.308752626,0.651600195,0.617880528,0.381176615,0.08829924,0.857286873,0.829992805,0.336070831,0.206067887,0.712179479,0.464916725,0.317913968,0.551771861,0.277406651,0.002154371,0.032175015,0.038244594,0.941660049,0.108123071,0.033590581,0.367851426,0.066891915,0.184858465,0.040253103,0.034385528,0.807499031,0.375434619,0.364751322,0.185800706,0.687962891,0.041598989,0.215975729,0.039288254,0.00238767,0.358305839,0.028230197,0.015258965,0.115579364,0.99266978,0.936833043,0.944713886,0.093612997,0.89336839,0.864888494,0.399432513,0.357148556,0.192181693,0.135079781,0.249703587,1,Egypt,Female,20
1316719508,0.403943638,0.375153181,0.34049921,0.146493063,0.204406247,0.461242614,0.193050448,0.228457355,0.387174652,0.228581978,0.530326416,0.472124852,0.166756569,0.188205857,0.414094301,0.209948507,0.14843096,0.114470109,0.432491863,0.283862427,0.340789147,0.920997805,0.737544725,0.148814797,0.620413744,0.37068103,0.297069868,0.225687251,0.097638326,0.083655763,0.384912674,0.302557325,0.161923705,0.202305406,0.206842245,0.205921563,0.375667605,0.372009578,0.473008974,0.595084539,0.181463845,0.572098204,0.300958597,0.501045324,0.617668803,0.585798104,0.409566084,0.921199487,0.227702167,0.298880049,0.566617324,0.708757134,1,Egypt,Female,20
8.96E+17,0.164536933,0.12125451,0.319733572,0.045697191,0.174810174,0.302339434,0.081816136,0.085107077,0.181260324,0.258318666,0.366794637,0.298625951,0.124118755,0.083813085,0.222762636,0.109842551,0.18532619,0.463345092,0.658611032,0.674531021,0.46462375,0.973118382,0.774851517,0.623287377,0.510873189,0.515585392,0.382701466,0.501077342,0.631057014,0.387726643,0.866707819,0.264816857,0.213525977,0.534636711,0.368510832,0.783283255,0.217313729,0.283026455,0.591275149,0.990926365,0.227730938,0.745182137,0.456674652,0.442054575,0.382087982,0.196003721,0.242442081,0.865129309,0.698119487,0.96214509,0.67226094,0.802981013,1,Egypt,Female,20
4896912777,0.279331101,0.372341115,0.520228917,0.165451666,0.409590338,0.398783831,0.257872484,0.114600384,0.43930462,0.333594127,0.437659589,0.305417817,0.189129046,0.19715525,0.301343605,0.151628806,0.251053565,0.731014998,0.703335273,0.361434113,0.298114135,0.941217368,0.646385275,0.395370759,0.738252332,0.446848347,0.526318533,0.576118716,0.186528072,0.274815171,0.534038911,0.321327196,0.082818824,0.375005974,0.136690502,0.45271076,0.585831681,0.681519264,0.842858412,0.881827632,0.14241697,0.40281607,0.154403289,0.343897811,0.292314039,0.315235693,0.28582801,0.916052976,0.733223464,0.701340495,0.785496966,0.762227992,1,Egypt,Female,20
177976646,0.079427561,0.143202489,0.500494202,0.02373286,0.082165073,0.269721641,0.033834299,0.015397418,0.069879149,0.184447016,0.457266928,0.320222642,0.110616436,0.029158153,0.095115257,0.032355327,0.093450922,0.186743856,0.664140642,0.541090368,0.316971803,0.994292998,0.621684917,0.460531171,0.675207124,0.576412898,0.253472188,0.316411935,0.298019207,0.17500705,0.827331177,0.070975288,0.055104259,0.081685272,0.034979521,0.773072427,0.253262537,0.53314169,0.835976872,0.978268798,0.03143653,0.625900698,0.327430822,0.558282227,0.202834077,0.490856193,0.303781719,0.962635869,0.752824419,0.563084827,0.507948988,0.887281273,1,Egypt,Female,20
4903347335,0.077208973,0.023494686,0.431262927,0.044136175,0.032941055,0.197402833,0.045136622,0.015237045,0.122683108,0.102898997,0.405687642,0.373213147,0.034994457,0.084001949,0.144875718,0.027455351,0.068336135,0.441278945,0.768317367,0.329082559,0.607115634,0.998113443,0.729636293,0.623665316,0.783290464,0.37267804,0.59642268,0.443817109,0.690906949,0.244494001,0.919743264,0.04451077,0.148779279,0.198691341,0.09623361,0.649840655,0.136229264,0.111021314,0.585354924,0.989876007,0.07346185,0.490149231,0.174548317,0.385270551,0.245704731,0.275777304,0.069049968,0.971571463,0.592576135,0.70520565,0.079928579,0.941217204,1,Saudi Arabia,Female,20
375434404,0.035753058,0.079468432,0.316611267,0.051768774,0.052658286,0.104476324,0.034968041,0.023551207,0.083243966,0.194956568,0.483861254,0.47604284,0.064621267,0.101528528,0.091948853,0.024975186,0.080631125,0.631071516,0.658433662,0.428491365,0.456488349,0.989813716,0.666226042,0.764332681,0.842238305,0.690439488,0.592434512,0.774126842,0.687483819,0.419698685,0.862939722,0.079306108,0.158760089,0.296280018,0.095566891,0.755669581,0.291518129,0.533817411,0.743328099,0.994678835,0.176789107,0.546298376,0.255021027,0.355798717,0.12458006,0.270554008,0.124717929,0.953058739,0.899669364,0.834277573,0.46025629,0.950034548,1,Saudi Arabia,Female,20
29530235,0.018237508,0.023405561,0.049569495,0.016615626,0.02784432,0.090466798,0.01199679,0.021733019,0.199744377,0.125805726,0.328802976,0.199133385,0.056307324,0.017866446,0.111140322,0.01121503,0.015808286,0.560965275,0.489755358,0.420407372,0.475668699,0.976591572,0.495828441,0.775629892,0.824000294,0.774301456,0.663430745,0.842463839,0.924205045,0.196239449,0.950040734,0.076815844,0.12630181,0.356340272,0.124692403,0.831854071,0.19636026,0.324841928,0.690249864,0.997077858,0.073437263,0.608139194,0.275823026,0.333862874,0.082196783,0.196970343,0.044528988,0.949673582,0.835933393,0.97434706,0.552253482,0.939073181,1,United State,Female,21
2343830333,0.179487308,0.048684026,0.319877503,0.116145202,0.06067538,0.122427074,0.091066537,0.007827378,0.26669896,0.137107693,0.189079392,0.153409152,0.020506903,0.041327077,0.171003818,0.046471006,0.099992754,0.710151119,0.689662792,0.311650411,0.498021522,0.996090954,0.673054774,0.42079447,0.287113603,0.272536393,0.45931978,0.199709738,0.359134741,0.173102314,0.839721514,0.130740038,0.189930677,0.351503983,0.302895529,0.626755564,0.193058011,0.293324382,0.75032038,0.916261871,0.044628498,0.402962681,0.160818633,0.509125282,0.423356104,0.177019791,0.113798611,0.932912614,0.513418741,0.819183122,0.252796736,0.919723552,1,United State,Female,21
139737780,0.625594072,0.734241028,0.542134345,0.70951637,0.816875164,0.787100243,0.863926638,0.271588386,0.856298291,0.966379839,0.26884504,0.022176139,0.500025277,0.603837353,0.504821497,0.089435285,0.875907892,0.279116339,0.157880882,0.418960235,0.437642969,0.254981038,0.003003784,0.034864174,0.087017387,0.23280903,0.155066642,0.073846922,0.091561957,0.32876649,0.141443849,0.769370829,0.467073771,0.548497134,0.935985434,0.436942827,0.040133973,0.94865707,0.337712709,0.614769263,0.0347916,0.691062013,0.631566315,0.913837953,0.263333991,0.13237944,0.88288179,0.930368374,0.98868285,0.912934872,0.898809528,0.69221498,1,United State,Female,21
9.40E+17,0.152752158,0.186501623,0.560252007,0.082682851,0.173218204,0.38189608,0.116713942,0.014795933,0.151215574,0.31361077,0.665817011,0.610857865,0.206781358,0.088749,0.125752386,0.040695383,0.18807821,0.29538898,0.693915811,0.556873776,0.496820681,0.990708862,0.670801706,0.508796113,0.704686976,0.625609201,0.360785289,0.40514883,0.303958962,0.157072392,0.754204298,0.149203919,0.07877084,0.076712333,0.041998774,0.804667099,0.329869567,0.713703985,0.923150281,0.986422437,0.055599415,0.516727764,0.221376022,0.559935492,0.302577587,0.514620447,0.247744512,0.953141965,0.824859752,0.365119181,0.559433929,0.91146936,1,United State,Female,21
8.82E+17,0.198981952,0.451539358,0.604985042,0.092394827,0.253464395,0.338005804,0.099940447,0.153373617,0.12079284,0.209101296,0.207664197,0.233186825,0.073045853,0.211916411,0.235974121,0.062348846,0.336243399,0.165897882,0.643676464,0.833468668,0.490198093,0.992787979,0.88469699,0.351028258,0.91359142,0.694268203,0.233129525,0.196531523,0.172828314,0.134953836,0.421890864,0.075012861,0.055760204,0.079819369,0.022814133,0.759066964,0.692106803,0.780494275,0.926838258,0.997620883,0.20908879,0.39582746,0.424226707,0.726602832,0.482782981,0.755901719,0.507019273,0.938120043,0.383129788,0.395218902,0.760283398,0.569944716,1,United State,Female,21
7.96E+17,0.095133466,0.033411184,0.153295919,0.051152162,0.015096466,0.094011613,0.018755545,0.002157784,0.06935799,0.093181253,0.204304932,0.343596389,0.087939568,0.082465291,0.067706603,0.021199709,0.032884151,0.227830695,0.411639536,0.198169979,0.288064313,0.928162706,0.476757475,0.827901892,0.827636027,0.868077653,0.275317671,0.671070947,0.867477394,0.373163128,0.93237479,0.177727162,0.112835213,0.373224353,0.256442216,0.825031941,0.316710677,0.316441259,0.671914668,0.981274927,0.346163453,0.290729747,0.352138253,0.325801412,0.091685384,0.239782448,0.167719729,0.910787054,0.975483723,0.840092493,0.37713089,0.961586107,1,United State,Female,21
7.52E+17,0.068839884,0.061865925,0.299740649,0.034996763,0.058158283,0.147015549,0.051942507,0.025616436,0.207732104,0.144632079,0.270664368,0.30015132,0.030673017,0.073980945,0.114471791,0.028724288,0.128686368,0.272870637,0.384357186,0.41432202,0.337985265,0.990752877,0.685170949,0.377514513,0.702605137,0.371320342,0.207541058,0.206036626,0.37713397,0.196066136,0.843405744,0.017067708,0.061836619,0.093701207,0.036667597,0.579036408,0.161353364,0.407781113,0.608057095,0.957726639,0.03353587,0.696746585,0.336266948,0.734592673,0.382169244,0.489816472,0.309468076,0.935999968,0.3722725,0.525995782,0.193207656,0.781202038,1,United State,Female,21
259434385,0.183492303,0.146585572,0.393403153,0.078910009,0.071285017,0.181606365,0.096853117,0.027264395,0.119701679,0.135960896,0.326620089,0.387149231,0.089845874,0.162594038,0.10116382,0.042159943,0.153523587,0.642214518,0.735054197,0.41811745,0.296008232,0.991100867,0.610325301,0.749779856,0.803739529,0.783233698,0.532990713,0.794129018,0.656414059,0.694460505,0.840434129,0.265311064,0.180422112,0.72605754,0.317209562,0.693835547,0.591889104,0.479755621,0.846274131,0.978293935,0.43646147,0.240822311,0.18354793,0.223266109,0.162432549,0.111510029,0.152676862,0.937814904,0.884911739,0.713346956,0.448238975,0.911432308,1,United State,Female,21
8.73E+17,0.099010365,0.072727675,0.134798785,0.072223887,0.044047457,0.176442223,0.043209987,0.04101528,0.180346066,0.137151978,0.230051951,0.326263761,0.063519589,0.047619393,0.173625158,0.060754316,0.054778561,0.176627381,0.462864119,0.374838121,0.377240352,0.956860951,0.522434164,0.593212755,0.618322368,0.639858641,0.321285587,0.464912794,0.605735659,0.217077046,0.807921844,0.165038557,0.143199749,0.345339559,0.200179348,0.739113882,0.275613875,0.298105799,0.536556115,0.985780304,0.246252486,0.614881102,0.35031472,0.524952884,0.374140015,0.311536481,0.185905072,0.966490535,0.821639253,0.921898863,0.462473567,0.918299328,1,United State,Female,21
8.17E+17,0.029313911,0.038945641,0.053534925,0.056644623,0.038002121,0.064192683,0.012533,0.040777137,0.122656617,0.129976284,0.3684668,0.097473609,0.023089558,0.084599029,0.125560106,0.021185822,0.035961275,0.938273577,0.714657211,0.652278391,0.785938634,0.984779797,0.6421414,0.680522776,0.726669406,0.589923446,0.689117679,0.850693759,0.939371262,0.446901919,0.917655182,0.044091169,0.453496337,0.337770802,0.097392182,0.861560284,0.14866446,0.483850085,0.576879583,0.998660485,0.154951231,0.754514274,0.580855859,0.401375125,0.043652654,0.256875537,0.163737334,0.828556573,0.720747962,0.893013276,0.314016953,0.723219547,1,United State,Female,21
7.78E+17,0.133848569,0.088494602,0.29603214,0.053084862,0.112309242,0.208241383,0.075677015,0.007576811,0.242696616,0.085968507,0.453867688,0.756282207,0.351600036,0.104292665,0.050825674,0.018128595,0.077712142,0.637842275,0.447046212,0.212814201,0.089159554,0.959626109,0.476114146,0.843817522,0.929584202,0.764126557,0.617476656,0.886171586,0.750110801,0.696587898,0.965759292,0.27480331,0.051331077,0.53155442,0.217061162,0.749666691,0.480184336,0.538519662,0.891719521,0.969826382,0.324717217,0.187579422,0.049685866,0.183400165,0.112598304,0.095534528,0.047358882,0.864309903,0.972781447,0.613230325,0.416840378,0.96462236,1,United Kingdom,Female,21
4921336176,0.290401772,0.262747611,0.475780531,0.132134739,0.12371909,0.293856589,0.14891995,0.103023247,0.22691367,0.143190501,0.196478299,0.470822597,0.104874608,0.094068105,0.210453851,0.108191684,0.303074999,0.436218924,0.413539642,0.434662291,0.248411269,0.970431388,0.777094208,0.407566715,0.733742426,0.675299784,0.156494734,0.328900218,0.210785143,0.155197237,0.475514052,0.141077376,0.115106681,0.114664305,0.073739928,0.518712934,0.586502744,0.764677962,0.866563075,0.728535033,0.139293296,0.320921286,0.297419972,0.587027794,0.795192553,0.607714081,0.434834711,0.824762268,0.309553329,0.204334219,0.395240199,0.638420697,1,United Kingdom,Female,21
